GLOBALEVENTID,MentionSourceName,Confidence,MentionDocTone
735662635,yahoo.com,40,-3.59085963003265
735662635,yahoo.com,40,-4.68164794007491
735662635,yakimaherald.com,40,-4.58715596330275
735662636,abc-7.com,20,-3.76007162041182
735662636,abqjournal.com,20,-4.46428571428571
735662636,abqjournal.com,20,-4.57038391224862
735662636,bdtonline.com,20,-5
735662636,beaumontenterprise.com,20,-4.78927203065134
735662636,bellinghamherald.com,20,-4.64684014869888
735662636,bgdailynews.com,20,-4.59558823529412
735662636,bozemandailychronicle.com,20,-4.59558823529412
735662636,bradenton.com,20,-4.64684014869888
735662636,caledonianrecord.com,20,-3.76068376068376
735662636,charlotteobserver.com,20,-4.48598130841121
735662636,chieftain.com,20,-4.75285171102662
735662636,chron.com,20,-4.78927203065134
735662636,ctpost.com,20,-4.78927203065134
735662636,dailyherald.com,20,-4.80769230769231
735662636,dailymail.co.uk,20,-4.68164794007491
735662636,dailyprogress.com,20,-4.58715596330275
735662636,easttexasmatters.com,20,-4.73484848484848
735662636,expressnews.com,20,-4.78927203065134
735662636,fairfieldcitizenonline.com,20,-4.78927203065134
735662636,fredericksburg.com,20,-4.58715596330275
735662636,go.com,20,-4.75285171102662
735662636,godanriver.com,20,-4.58715596330275
735662636,greensboro.com,20,-4.57875457875458
735662636,greenwichtime.com,20,-4.78927203065134
735662636,herald-dispatch.com,20,-3.98481973434535
735662636,herald-dispatch.com,20,-5.23809523809524
735662636,houstonchronicle.com,20,-4.78927203065134
735662636,ivpressonline.com,20,-6.20689655172414
735662636,kait8.com,20,-3.69843527738265
735662636,kltv.com,20,-3.41064120054571
735662636,koaa.com,20,-3.74665477252453
735662636,kpvi.com,20,-3.53581142339075
735662636,kristv.com,20,-3.41064120054571
735662636,kristv.com,20,-4.61254612546126
735662636,ksby.com,20,-3.42465753424658
735662636,ksby.com,20,-3.75335120643431
735662636,lacrossetribune.com,20,-4.59558823529412
735662636,leaderpost.com,20,-4.68164794007491
735662636,lex18.com,20,-3.42465753424658
735662636,lmtonline.com,20,-4.78927203065134
735662636,macon.com,20,-4.36363636363636
735662636,middletownpress.com,20,-4.78927203065134
735662636,montrealgazette.com,20,-4.68164794007491
735662636,morganton.com,20,-4.59558823529412
735662636,mrt.com,20,-4.78927203065134
735662636,muscatinejournal.com,20,-4.59558823529412
735662636,myjournalcourier.com,20,-4.78927203065134
735662636,mynorthwest.com,20,-4.52079566003617
735662636,myplainview.com,20,-4.78927203065134
735662636,mysanantonio.com,20,-4.78927203065134
735662636,mywabashvalley.com,20,-4.73484848484848
735662636,nationalpost.com,20,-4.68164794007491
735662636,newmilfordspectrum.com,20,-4.78927203065134
735662636,news12.com,20,-3.43406593406593
735662636,newsadvance.com,20,-4.58715596330275
735662636,newspressnow.com,20,-4.59558823529412
735662636,newstimes.com,20,-4.78927203065134
735662636,newswest9.com,20,-3.3921302578019
735662636,nhregister.com,20,-4.78927203065134
735662636,nptelegraph.com,20,-3.57894736842105
735662636,nptelegraph.com,20,-4.59558823529412
735662636,nzherald.co.nz,20,-3.86643233743409
735662636,oanow.com,20,-4.57875457875458
735662636,omaha.com,20,-3.64415862808145
735662636,omaha.com,20,-4.7438330170778
735662636,ourmidland.com,20,-4.78927203065134
735662636,philly.com,20,-3.98706896551724
735662636,qconline.com,20,-3.57894736842105
735662636,qconline.com,20,-4.59558823529412
735662636,record-eagle.com,20,-3.41261633919339
735662636,record-eagle.com,20,-4.27046263345196
735662636,record-eagle.com,20,-4.27807486631016
735662636,registercitizen.com,20,-4.78927203065134
735662636,roanoke.com,20,-4.18848167539267
735662636,scnow.com,20,-4.59558823529412
735662636,seattletimes.com,20,-4.58715596330275
735662636,sfgate.com,20,-4.78927203065134
735662636,siouxcityjournal.com,20,-4.59558823529412
735662636,stamfordadvocate.com,20,-4.78927203065134
735662636,startribune.com,20,-4.61254612546126
735662636,stltoday.com,20,-4.7438330170778
735662636,stripes.com,20,-3.60082304526749
735662636,tbo.com,20,-4.69924812030075
735662636,thedailytimes.com,20,-4.58715596330275
735662636,thehour.com,20,-4.78927203065134
735662636,theindependent.com,20,-4.59558823529412
735662636,timesunion.com,20,-4.78927203065134
735662636,tri-cityherald.com,20,-4.36363636363636
735662636,tucson.com,20,-4.57875457875458
735662636,wacotrib.com,20,-4.58715596330275
735662636,waff.com,20,-3.43406593406593
735662636,waff.com,20,-3.71428571428571
735662636,wandtv.com,20,-3.43406593406593
735662636,wben.com,20,-3.71549893842887
735662636,wbrc.com,20,-3.69843527738265
735662636,wbt.com,20,-3.71549893842887
735662636,wbt.com,20,-4.68164794007491
735662636,westport-news.com,20,-4.78927203065134
735662636,wfmz.com,20,-4.15973377703827
735662636,wfmz.com,20,-4.16666666666667
735662636,wral.com,20,-4.68164794007491
735662636,wvnews.com,20,-4.42477876106195
735662636,wvnews.com,20,-4.49640287769784
735662636,yahoo.com,20,-4.68164794007491
735662636,yakimaherald.com,20,-4.58715596330275
735662638,abc-7.com,20,-3.76007162041182
735662638,ap.org,20,-3.54767184035477
735662638,ap.org,20,-3.56744704570792
735662638,bdtonline.com,20,-5
735662638,beaumontenterprise.com,20,-4.78927203065134
735662638,bellinghamherald.com,20,-4.64684014869888
735662638,bgdailynews.com,20,-4.59558823529412
735662638,bozemandailychronicle.com,20,-4.59558823529412
735662638,bradenton.com,20,-4.64684014869888
735662638,caledonianrecord.com,20,-3.76068376068376
735662638,charlotteobserver.com,20,-4.48598130841121
735662638,chieftain.com,20,-4.75285171102662
735662638,chron.com,20,-3.55160932297448
735662638,chron.com,20,-4.78927203065134
735662638,ctpost.com,20,-4.78927203065134
735662638,dailyherald.com,20,-4.80769230769231
735662638,dailymail.co.uk,20,-4.68164794007491
735662638,dailyprogress.com,20,-4.58715596330275
735662638,easttexasmatters.com,20,-4.73484848484848
735662638,expressnews.com,20,-4.78927203065134
735662638,fairfieldcitizenonline.com,20,-4.78927203065134
735662638,fredericksburg.com,20,-4.58715596330275
735662638,go.com,20,-4.75285171102662
735662638,godanriver.com,20,-4.58715596330275
735662638,greensboro.com,20,-4.57875457875458
735662638,greenwichtime.com,20,-4.78927203065134
735662638,herald-dispatch.com,20,-3.98481973434535
735662638,herald-dispatch.com,20,-5.23809523809524
735662638,houstonchronicle.com,20,-4.78927203065134
735662638,ivpressonline.com,20,-5.18474374255066
735662638,ivpressonline.com,20,-5.68685376661743
735662638,ivpressonline.com,20,-6.20689655172414
735662638,kait8.com,20,-3.69843527738265
735662638,kltv.com,20,-3.41064120054571
735662638,koaa.com,20,-3.74665477252453
735662638,kpvi.com,20,-3.53581142339075
735662638,kristv.com,20,-3.41064120054571
735662638,kristv.com,20,-3.63967242948134
735662638,kristv.com,20,-4.61254612546126
735662638,ksby.com,20,-3.42465753424658
735662638,ksby.com,20,-3.75335120643431
735662638,lacrossetribune.com,20,-4.59558823529412
735662638,leaderpost.com,20,-4.68164794007491
735662638,lex18.com,20,-3.42465753424658
735662638,lex18.com,20,-3.64963503649635
735662638,lmtonline.com,20,-4.78927203065134
735662638,macon.com,20,-4.36363636363636
735662638,middletownpress.com,20,-4.78927203065134
735662638,montrealgazette.com,20,-4.68164794007491
735662638,morganton.com,20,-4.59558823529412
735662638,mrt.com,20,-4.78927203065134
735662638,muscatinejournal.com,20,-4.59558823529412
735662638,myjournalcourier.com,20,-4.78927203065134
735662638,mynorthwest.com,20,-4.52079566003617
735662638,myplainview.com,20,-4.78927203065134
735662638,mysanantonio.com,20,-4.78927203065134
735662638,mywabashvalley.com,20,-4.73484848484848
735662638,nationalpost.com,20,-4.68164794007491
735662638,newmilfordspectrum.com,20,-4.78927203065134
735662638,news12.com,20,-3.43406593406593
735662638,newsadvance.com,20,-4.58715596330275
735662638,newspressnow.com,20,-4.59558823529412
735662638,newstimes.com,20,-4.78927203065134
735662638,newswest9.com,20,-3.3921302578019
735662638,newswest9.com,20,-3.62647325475974
735662638,nhregister.com,20,-4.78927203065134
735662638,nptelegraph.com,20,-3.57894736842105
735662638,nptelegraph.com,20,-4.59558823529412
735662638,nzherald.co.nz,20,-3.86643233743409
735662638,oanow.com,20,-4.57875457875458
735662638,omaha.com,20,-3.64415862808145
735662638,omaha.com,20,-4.7438330170778
735662638,ourmidland.com,20,-4.78927203065134
735662638,philly.com,20,-3.63836824696803
735662638,philly.com,20,-3.98706896551724
735662638,qconline.com,20,-3.57894736842105
735662638,qconline.com,20,-4.59558823529412
735662638,record-eagle.com,20,-3.28042328042328
735662638,record-eagle.com,20,-3.41261633919339
735662638,record-eagle.com,20,-4.27046263345196
735662638,record-eagle.com,20,-4.27807486631016
735662638,registercitizen.com,20,-4.78927203065134
735662638,roanoke.com,20,-4.18848167539267
735662638,scnow.com,20,-4.59558823529412
735662638,sfgate.com,20,-4.78927203065134
735662638,siouxcityjournal.com,20,-4.59558823529412
735662638,stamfordadvocate.com,20,-4.78927203065134
735662638,startribune.com,20,-4.61254612546126
735662638,stltoday.com,20,-4.7438330170778
735662638,stripes.com,20,-3.55951056729699
735662638,stripes.com,20,-3.60082304526749
735662638,tbo.com,20,-4.69924812030075
735662638,thedailytimes.com,20,-3.44827586206897
735662638,thedailytimes.com,20,-4.58715596330275
735662638,thehour.com,20,-4.78927203065134
735662638,theindependent.com,20,-4.59558823529412
735662638,theolympian.com,20,-3.40285400658617
735662638,timesunion.com,20,-4.78927203065134
735662638,tri-cityherald.com,20,-4.36363636363636
735662638,tucson.com,20,-4.57875457875458
735662638,wacotrib.com,20,-4.58715596330275
735662638,waff.com,20,-3.43406593406593
735662638,waff.com,20,-3.71428571428571
735662638,wandtv.com,20,-3.43406593406593
735662638,washingtonpost.com,20,-3.52564102564103
735662638,wben.com,20,-3.71549893842887
735662638,wbrc.com,20,-3.69843527738265
735662638,wbt.com,20,-3.71549893842887
735662638,wbt.com,20,-4.68164794007491
735662638,westport-news.com,20,-4.78927203065134
735662638,wfmz.com,20,-4.15973377703827
735662638,wfmz.com,20,-4.16666666666667
735662638,wral.com,20,-4.68164794007491
735662638,wtop.com,20,-3.57142857142857
735662638,wvnews.com,20,-4.42477876106195
735662638,wvnews.com,20,-4.49640287769784
735662638,yahoo.com,20,-3.59085963003265
735662638,yahoo.com,20,-4.68164794007491
735662638,yakimaherald.com,20,-4.58715596330275
735663000,alarab-news.com,100,-2.54957507082153
735663000,albayan.ae,100,-12.2448979591837
735663000,business-standard.com,100,-12.4352331606218
735663000,business-standard.com,100,-5.0761421319797
735663000,business-standard.com,50,-10.4761904761905
735663000,business-standard.com,50,-6.2992125984252
735663000,cairnspost.com.au,100,-1.77815410668925
735663000,dailypost.ng,100,-8
735663000,dailytelegraph.com.au,100,-7.17948717948718
735663000,dawn.com,100,-6.5359477124183
735663000,eluniversal.com.mx,100,-8.17120622568093
735663000,eveningtimes.co.uk,100,-4.92610837438424
735663000,fax.al,100,-10.3825136612022
735663000,fax.al,100,-9.87224157955866
735663000,fresnobee.com,100,-10.2150537634409
735663000,fresnobee.com,100,-6.25
735663000,heraldsun.com.au,50,-9.87654320987654
735663000,indiatoday.in,100,-7.95454545454549
735663000,indiatoday.in,50,-5.97014925373134
735663000,indiatoday.in,50,-9.73451327433628
735663000,inquirer.net,100,-5.59006211180124
735663000,inquirer.net,100,-8.46153846153846
735663000,inquirer.net,50,-8.46153846153846
735663000,ktbb.com,100,-9.27536231884058
735663000,lmtonline.com,100,-7.33333333333333
735663000,msn.com,100,-1.10375275938189
735663000,msn.com,100,-1.84331797235023
735663000,ndtv.com,50,-4.16666666666667
735663000,newsobserver.com,100,-3.24675324675325
735663000,orlandosentinel.com,50,-5.55555555555556
735663000,pressandjournal.co.uk,100,-4.87804878048781
735663000,sfgate.com,100,-14.4508670520231
735663000,sfgate.com,50,-8.57142857142857
735663000,star-telegram.com,100,-15.0862068965518
735663000,thecourier.co.uk,100,-4.87804878048781
735663000,thefrontierpost.com,100,-10.5769230769231
735663000,theherald.com.au,50,-5
735663000,thenationonlineng.net,50,-8.09968847352024
735663000,wandsworthguardian.co.uk,100,-3.53535353535354
735663000,wandsworthguardian.co.uk,100,-4.92610837438424
735663000,whitsundaytimes.com.au,100,-10.5263157894737
735663024,abc-7.com,20,-3.76007162041182
735663024,abqjournal.com,100,-4.46428571428571
735663024,abqjournal.com,40,-4.57038391224862
735663024,beaumontenterprise.com,40,-4.78927203065134
735663024,bellinghamherald.com,40,-4.64684014869888
735663024,bgdailynews.com,40,-4.59558823529412
735663024,bozemandailychronicle.com,40,-4.59558823529412
735663024,bradenton.com,40,-4.64684014869888
735663024,caledonianrecord.com,40,-3.76068376068376
735663024,charlotteobserver.com,40,-4.48598130841121
735663024,chieftain.com,40,-4.75285171102662
735663024,chron.com,40,-4.78927203065134
735663024,ctpost.com,40,-4.78927203065134
735663024,dailyherald.com,40,-4.80769230769231
735663024,dailymail.co.uk,40,-4.68164794007491
735663024,dailyprogress.com,40,-4.58715596330275
735663024,easttexasmatters.com,40,-4.73484848484848
735663024,expressnews.com,40,-4.78927203065134
735663024,fairfieldcitizenonline.com,40,-4.78927203065134
735663024,fredericksburg.com,40,-4.58715596330275
735663024,go.com,40,-4.75285171102662
735663024,godanriver.com,40,-4.58715596330275
735663024,greensboro.com,40,-4.57875457875458
735663024,greenwichtime.com,40,-4.78927203065134
735663024,herald-dispatch.com,40,-5.23809523809524
735663024,houstonchronicle.com,40,-4.78927203065134
735663024,ivpressonline.com,100,-5.68685376661743
735663024,ivpressonline.com,10,-5.18474374255066
735663024,ivpressonline.com,60,-6.20689655172414
735663024,kait8.com,20,-3.69843527738265
735663024,koaa.com,40,-3.74665477252453
735663024,kristv.com,40,-3.41064120054571
735663024,kristv.com,40,-3.63967242948134
735663024,ksby.com,40,-3.42465753424658
735663024,ksby.com,40,-3.75335120643431
735663024,lacrossetribune.com,40,-4.59558823529412
735663024,leaderpost.com,100,-4.68164794007491
735663024,lex18.com,40,-3.42465753424658
735663024,lex18.com,40,-3.64963503649635
735663024,lmtonline.com,40,-4.78927203065134
735663024,macon.com,40,-4.36363636363636
735663024,middletownpress.com,40,-4.78927203065134
735663024,montrealgazette.com,100,-4.68164794007491
735663024,morganton.com,40,-4.59558823529412
735663024,mrt.com,40,-4.78927203065134
735663024,muscatinejournal.com,40,-4.59558823529412
735663024,myjournalcourier.com,40,-4.78927203065134
735663024,mynorthwest.com,100,-4.52079566003617
735663024,myplainview.com,40,-4.78927203065134
735663024,mysanantonio.com,40,-4.78927203065134
735663024,mywabashvalley.com,40,-4.73484848484848
735663024,nationalpost.com,100,-4.68164794007491
735663024,newmilfordspectrum.com,40,-4.78927203065134
735663024,news12.com,40,-3.43406593406593
735663024,newsadvance.com,40,-4.58715596330275
735663024,newspressnow.com,40,-4.59558823529412
735663024,newstimes.com,40,-4.78927203065134
735663024,nhregister.com,40,-4.78927203065134
735663024,nptelegraph.com,40,-4.59558823529412
735663024,oanow.com,40,-4.57875457875458
735663024,omaha.com,40,-4.7438330170778
735663024,ourmidland.com,40,-4.78927203065134
735663024,qconline.com,40,-4.59558823529412
735663024,record-eagle.com,40,-4.27046263345196
735663024,record-eagle.com,40,-4.27807486631016
735663024,registercitizen.com,40,-4.78927203065134
735663024,roanoke.com,40,-4.18848167539267
735663024,scnow.com,40,-4.59558823529412
735663024,seattletimes.com,40,-4.58715596330275
735663024,sfgate.com,40,-4.78927203065134
735663024,siouxcityjournal.com,40,-4.59558823529412
735663024,stamfordadvocate.com,40,-4.78927203065134
735663024,startribune.com,40,-4.61254612546126
735663024,stltoday.com,40,-4.7438330170778
735663024,tbo.com,40,-4.69924812030075
735663024,thedailytimes.com,40,-4.58715596330275
735663024,thehour.com,40,-4.78927203065134
735663024,theindependent.com,40,-4.59558823529412
735663024,timesunion.com,40,-4.78927203065134
735663024,tri-cityherald.com,40,-4.36363636363636
735663024,tucson.com,40,-4.57875457875458
735663024,wacotrib.com,40,-4.58715596330275
735663024,waff.com,40,-3.43406593406593
735663024,waff.com,40,-3.71428571428571
735663024,wandtv.com,40,-3.43406593406593
735663024,wbrc.com,40,-3.69843527738265
735663024,wbt.com,40,-4.68164794007491
735663024,westport-news.com,40,-4.78927203065134
735663024,wfmz.com,40,-4.15973377703827
735663024,wfmz.com,40,-4.16666666666667
735663024,wral.com,40,-4.68164794007491
735663024,wtop.com,50,-3.57142857142857
735663024,wvnews.com,40,-4.42477876106195
735663024,wvnews.com,40,-4.49640287769784
735663024,yahoo.com,100,-4.68164794007491
735663024,yahoo.com,50,-3.59085963003265
735663024,yakimaherald.com,40,-4.58715596330275
735663217,abc-7.com,50,-3.73001776198935
735663217,abc-7.com,50,-3.74149659863945
735663217,abqjournal.com,50,-3.25342465753425
735663217,bdtonline.com,50,-3.31010452961673
735663217,bgdailynews.com,50,-3.31010452961673
735663217,bostonglobe.com,50,-3.42857142857142
735663217,bozemandailychronicle.com,50,-3.31010452961673
735663217,bradenton.com,50,-4.57697642163662
735663217,businessinsider.com,50,-3.69685767097966
735663217,business-standard.com,50,-3.54477611940298
735663217,business-standard.com,50,-4.04761904761905
735663217,caledonianrecord.com,50,-2.83806343906511
735663217,caledonianrecord.com,50,-3.00500834724541
735663217,cbslocal.com,50,-3.56536502546689
735663217,charlotteobserver.com,50,-4.1782729805014
735663217,chieftain.com,50,-3.7037037037037
735663217,chieftain.com,50,-3.78378378378379
735663217,chron.com,50,-3.45454545454546
735663217,chron.com,50,-3.74531835205992
735663217,ctvnews.ca,50,-3.96226415094339
735663217,dailyherald.com,50,-3.77358490566037
735663217,dailyherald.com,50,-3.96226415094339
735663217,dailymail.co.uk,50,-3.85321100917431
735663217,dailyprogress.com,50,-3.58422939068101
735663217,dnaindia.com,50,-3.58974358974359
735663217,easttexasmatters.com,50,-3.23741007194244
735663217,expressnews.com,50,-3.74531835205992
735663217,fredericksburg.com,50,-3.24232081911263
735663217,fredericksburg.com,50,-3.5778175313059
735663217,fredericksburg.com,50,-3.65853658536585
735663217,go.com,50,-3.74531835205992
735663217,godanriver.com,50,-3.59066427289048
735663217,godanriver.com,50,-3.65853658536585
735663217,greensboro.com,50,-3.57142857142858
735663217,greensboro.com,50,-3.65217391304348
735663217,greensboro.com,50,-3.77019748653501
735663217,heraldcourier.com,50,-3.58422939068101
735663217,herald-dispatch.com,50,-4.34782608695652
735663217,herald-dispatch.com,50,-4.3613707165109
735663217,heraldonline.com,50,-3.86029411764706
